編號,時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
ID_18815,107年10月,北投區,不明,不明,20-未滿40歲,2,不明,1
ID_18816,107年10月,北投區,不明,不明,20-未滿40歲,2,其他家虐,4
ID_18817,107年10月,北投區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_18818,107年10月,北投區,不明,不明,20-未滿40歲,2,婚姻暴力,11
ID_18819,107年10月,北投區,不明,不明,20-未滿40歲,1,其他家虐,7
ID_18820,107年10月,北投區,不明,不明,20-未滿40歲,1,非保護性案件,3
ID_18821,107年10月,北投區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_18822,107年10月,北投區,不明,不明,40-未滿65歲,2,不明,1
ID_18823,107年10月,北投區,不明,不明,40-未滿65歲,2,其他家虐,8
ID_18824,107年10月,北投區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_18825,107年10月,北投區,不明,不明,40-未滿65歲,2,婚姻暴力,12
ID_18826,107年10月,北投區,不明,不明,40-未滿65歲,1,其他家虐,3
ID_18827,107年10月,北投區,不明,不明,40-未滿65歲,1,非保護性案件,2
ID_18828,107年10月,北投區,不明,不明,40-未滿65歲,1,婚姻暴力,6
ID_18829,107年10月,北投區,不明,不明,65歲以上,2,老人虐待,1
ID_18830,107年10月,北投區,不明,不明,65歲以上,2,婚姻暴力,4
ID_18831,107年10月,北投區,不明,不明,65歲以上, ,婚姻暴力,1
ID_18832,107年10月,北投區,不明,不明,65歲以上,1,老人虐待,3
ID_18833,107年10月,北投區,不明,不明,65歲以上,1,非保護性案件,1
ID_18834,107年10月,北投區,不明,不明,65歲以上,1,婚姻暴力,2
ID_18835,107年10月,北投區,不明,不明,6-未滿12歲,2,兒少保護,1
ID_18836,107年10月,北投區,不明,不明,未滿6歲,1,非保護性案件,1
ID_18837,107年10月,北投區,中心里,63000120027,65歲以上,2,婚姻暴力,1
ID_18838,107年10月,北投區,中央里,63000040033,40-未滿65歲,2,其他家虐,1
ID_18839,107年10月,北投區,中央里,63000040033,65歲以上,2,老人虐待,1
ID_18840,107年10月,北投區,中庸里,63000120028,65歲以上,1,老人虐待,1
ID_18841,107年10月,北投區,石牌里,63000120003,20-未滿40歲,2,其他家虐,1
ID_18842,107年10月,北投區,吉利里,63000120013,20-未滿40歲,2,其他家虐,1
ID_18843,107年10月,北投區,秀山里,63000120032,40-未滿65歲,2,婚姻暴力,1
ID_18844,107年10月,北投區,奇岩里,63000120020,20-未滿40歲,2,婚姻暴力,1
ID_18845,107年10月,北投區,奇岩里,63000120020,40-未滿65歲,2,婚姻暴力,1
ID_18846,107年10月,北投區,長安里,63000120023,40-未滿65歲,2,婚姻暴力,1
ID_18847,107年10月,北投區,長安里,63000120023,6-未滿12歲,2,其他家虐,1
ID_18848,107年10月,北投區,振華里,63000120008,20-未滿40歲,2,婚姻暴力,1
ID_18849,107年10月,北投區,振華里,63000120008,65歲以上,1,老人虐待,1
ID_18850,107年10月,北投區,開明里,63000120029,40-未滿65歲,1,婚姻暴力,1
ID_18851,107年10月,北投區,溫泉里,63000120025,20-未滿40歲,2,不明,1
ID_18852,107年10月,北投區,榮光里,63000120005,40-未滿65歲,2,婚姻暴力,1
ID_18853,107年10月,北投區,榮華里,63000120006,65歲以上,2,老人虐待,1
ID_18854,107年10月,北投區,豐年里,63000120034,6-未滿12歲,2,非保護性案件,1
ID_18855,107年10月,北投區,關渡里,63000120038,40-未滿65歲,2,婚姻暴力,1
ID_18856,107年10月,松山區,三民里,63000010004,6-未滿12歲,1,兒少保護,1
ID_18857,107年10月,松山區,不明,不明,12-未滿18歲,2,非保護性案件,1
ID_18858,107年10月,松山區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_18859,107年10月,松山區,不明,不明,20-未滿40歲,2,不明,3
ID_18860,107年10月,松山區,不明,不明,20-未滿40歲,2,其他家虐,7
ID_18861,107年10月,松山區,不明,不明,20-未滿40歲,2,非保護性案件,2
ID_18862,107年10月,松山區,不明,不明,20-未滿40歲,2,婚姻暴力,8
ID_18863,107年10月,松山區,不明,不明,20-未滿40歲,1,不明,1
ID_18864,107年10月,松山區,不明,不明,20-未滿40歲,1,其他家虐,5
ID_18865,107年10月,松山區,不明,不明,20-未滿40歲,1,婚姻暴力,3
ID_18866,107年10月,松山區,不明,不明,40-未滿65歲,2,不明,1
ID_18867,107年10月,松山區,不明,不明,40-未滿65歲,2,老人虐待,1
ID_18868,107年10月,松山區,不明,不明,40-未滿65歲,2,其他家虐,2
ID_18869,107年10月,松山區,不明,不明,40-未滿65歲,2,婚姻暴力,10
ID_18870,107年10月,松山區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_18871,107年10月,松山區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_18872,107年10月,松山區,不明,不明,65歲以上,2,老人虐待,1
ID_18873,107年10月,松山區,不明,不明,65歲以上,2,兒少保護,1
ID_18874,107年10月,松山區,不明,不明,65歲以上,1,老人虐待,1
ID_18875,107年10月,松山區,不明,不明,6-未滿12歲,2,兒少保護,2
ID_18876,107年10月,松山區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_18877,107年10月,松山區,不明,不明,6-未滿12歲,1,非保護性案件,2
ID_18878,107年10月,松山區,不明,不明,未滿6歲,2,兒少保護,1
ID_18879,107年10月,松山區,不明,不明,未滿6歲,2,其他家虐,1
ID_18880,107年10月,松山區,民有里,63000010016,12-未滿18歲,1,兒少保護,1
ID_18881,107年10月,松山區,民福里,63000010017,40-未滿65歲,2,婚姻暴力,1
ID_18882,107年10月,松山區,富泰里,63000010008,20-未滿40歲,2,其他家虐,1
ID_18883,107年10月,松山區,敦化里,63000010030,40-未滿65歲,2,其他家虐,1
ID_18884,107年10月,松山區,新東里,63000010007,18-未滿20歲,1,不明,1
ID_18885,107年10月,松山區,福成里,63000010034,20-未滿40歲,2,其他家虐,1
ID_18886,107年10月,信義區,三張里,63000020030,65歲以上,1,老人虐待,1
ID_18887,107年10月,信義區,三張里,63000020030,65歲以上,1,婚姻暴力,1
ID_18888,107年10月,信義區,大道里,63000020026,20-未滿40歲,2,不明,1
ID_18889,107年10月,信義區,不明,不明,12-未滿18歲,2,不明,2
ID_18890,107年10月,信義區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_18891,107年10月,信義區,不明,不明,12-未滿18歲,2,其他家虐,2
ID_18892,107年10月,信義區,不明,不明,12-未滿18歲,2,非保護性案件,1
ID_18893,107年10月,信義區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_18894,107年10月,信義區,不明,不明,12-未滿18歲,1,其他家虐,1
ID_18895,107年10月,信義區,不明,不明,20-未滿40歲,2,不明,3
ID_18896,107年10月,信義區,不明,不明,20-未滿40歲,2,其他家虐,3
ID_18897,107年10月,信義區,不明,不明,20-未滿40歲,2,非保護性案件,3
ID_18898,107年10月,信義區,不明,不明,20-未滿40歲,2,婚姻暴力,17
ID_18899,107年10月,信義區,不明,不明,20-未滿40歲,1,其他家虐,2
ID_18900,107年10月,信義區,不明,不明,20-未滿40歲,1,婚姻暴力,3
ID_18901,107年10月,信義區,不明,不明,40-未滿65歲,2,其他家虐,6
ID_18902,107年10月,信義區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_18903,107年10月,信義區,不明,不明,40-未滿65歲,2,婚姻暴力,12
ID_18904,107年10月,信義區,不明,不明,40-未滿65歲,1,其他家虐,3
ID_18905,107年10月,信義區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_18906,107年10月,信義區,不明,不明,40-未滿65歲,1,婚姻暴力,4
ID_18907,107年10月,信義區,不明,不明,65歲以上,2,老人虐待,4
ID_18908,107年10月,信義區,不明,不明,65歲以上,2,兒少保護,1
ID_18909,107年10月,信義區,不明,不明,65歲以上,2,其他家虐,1
ID_18910,107年10月,信義區,不明,不明,65歲以上,2,婚姻暴力,2
ID_18911,107年10月,信義區,不明,不明,65歲以上,1,老人虐待,3
ID_18912,107年10月,信義區,不明,不明,65歲以上,1,其他家虐,1
ID_18913,107年10月,信義區,不明,不明,65歲以上,1,婚姻暴力,1
ID_18914,107年10月,信義區,不明,不明,6-未滿12歲,1,兒少保護,1
ID_18915,107年10月,信義區,不明,不明,未滿6歲,2,非保護性案件,2
ID_18916,107年10月,信義區,不明,不明,未滿6歲,1,兒少保護,1
ID_18917,107年10月,信義區,五全里,63000020013,20-未滿40歲,2,婚姻暴力,1
ID_18918,107年10月,信義區,五全里,63000020013,20-未滿40歲,1,婚姻暴力,1
ID_18919,107年10月,信義區,四維里,63000020017,40-未滿65歲,2,婚姻暴力,1
ID_18920,107年10月,信義區,永春里,63000020018,65歲以上,1,婚姻暴力,1
ID_18921,107年10月,信義區,安康里,63000020009,20-未滿40歲,2,其他家虐,1
ID_18922,107年10月,信義區,安康里,63000020009,20-未滿40歲,2,婚姻暴力,1
ID_18923,107年10月,信義區,敦厚里,63000020007,20-未滿40歲,1,婚姻暴力,1
ID_18924,107年10月,信義區,景勤里,63000020035,20-未滿40歲,1,婚姻暴力,1
ID_18925,107年10月,信義區,景新里,63000020028,40-未滿65歲,2,其他家虐,1
ID_18926,107年10月,信義區,景新里,63000020028,40-未滿65歲,2,婚姻暴力,1
ID_18927,107年10月,信義區,景新里,63000020028,65歲以上,2,不明,1
ID_18928,107年10月,信義區,景聯里,63000020034,65歲以上,2,婚姻暴力,1
ID_18929,107年10月,信義區,景聯里,63000020034,65歲以上,1,婚姻暴力,1
ID_18930,107年10月,信義區,黎平里,63000020039,20-未滿40歲,2,婚姻暴力,1
ID_18931,107年10月,信義區,黎忠里,63000020040,40-未滿65歲,1,其他家虐,1
ID_18932,107年10月,信義區,黎順里,63000020038,20-未滿40歲,2,不明,1
ID_18933,107年10月,信義區,黎順里,63000020038,40-未滿65歲,2,婚姻暴力,1
ID_18934,107年10月,信義區,雙和里,63000020036,40-未滿65歲,2,其他家虐,2
ID_18935,107年10月,信義區,雙和里,63000020036,65歲以上,2,老人虐待,1
ID_18936,107年10月,南港區,九如里,63000090018,12-未滿18歲,2,其他家虐,1
ID_18937,107年10月,南港區,九如里,63000090018,40-未滿65歲,2,其他家虐,1
ID_18938,107年10月,南港區,九如里,63000090018,40-未滿65歲,2,婚姻暴力,1
ID_18939,107年10月,南港區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_18940,107年10月,南港區,不明,不明,18-未滿20歲,2,其他家虐,1
ID_18941,107年10月,南港區,不明,不明,18-未滿20歲,1,其他家虐,1
ID_18942,107年10月,南港區,不明,不明,20-未滿40歲,2,不明,2
ID_18943,107年10月,南港區,不明,不明,20-未滿40歲,2,其他家虐,4
ID_18944,107年10月,南港區,不明,不明,20-未滿40歲,2,非保護性案件,1
ID_18945,107年10月,南港區,不明,不明,20-未滿40歲,2,婚姻暴力,4
ID_18946,107年10月,南港區,不明,不明,20-未滿40歲,1,婚姻暴力,1
ID_18947,107年10月,南港區,不明,不明,40-未滿65歲,2,不明,1
ID_18948,107年10月,南港區,不明,不明,40-未滿65歲,2,其他家虐,4
ID_18949,107年10月,南港區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_18950,107年10月,南港區,不明,不明,40-未滿65歲,2,婚姻暴力,1
ID_18951,107年10月,南港區,不明,不明,40-未滿65歲,1,其他家虐,3
ID_18952,107年10月,南港區,不明,不明,40-未滿65歲,1,婚姻暴力,3
ID_18953,107年10月,南港區,不明,不明,65歲以上,2,老人虐待,1
ID_18954,107年10月,南港區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_18955,107年10月,南港區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_18956,107年10月,南港區,不明,不明,未滿6歲,2,兒少保護,1
ID_18957,107年10月,南港區,不明,不明,未滿6歲,2,非保護性案件,1
ID_18958,107年10月,南港區,不明,不明,未滿6歲,1,兒少保護,2
ID_18959,107年10月,南港區,中研里,63000090017,40-未滿65歲,2,其他家虐,1
ID_18960,107年10月,南港區,仁福里,63000090019,40-未滿65歲,2,婚姻暴力,2
ID_18961,107年10月,南港區,仁福里,63000090019,40-未滿65歲,1,婚姻暴力,1
ID_18962,107年10月,南港區,合成里,63000090010,20-未滿40歲,2,婚姻暴力,1
ID_18963,107年10月,南港區,成福里,63000090011,40-未滿65歲,2,婚姻暴力,1
ID_18964,107年10月,南港區,成福里,63000090011,40-未滿65歲,1,婚姻暴力,1
ID_18965,107年10月,南港區,東明里,63000090007,40-未滿65歲,2,婚姻暴力,1
ID_18966,107年10月,南港區,東明里,63000090007,65歲以上,1,老人虐待,1
ID_18967,107年10月,南港區,重陽里,63000090020,20-未滿40歲,2,婚姻暴力,1
ID_18968,107年10月,南港區,重陽里,63000090020,20-未滿40歲,1,婚姻暴力,1
ID_18969,107年10月,南港區,聯成里,63000090015,20-未滿40歲,1,不明,1
ID_18970,107年10月,萬華區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_18971,107年10月,萬華區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_18972,107年10月,萬華區,不明,不明,20-未滿40歲,2,不明,1
ID_18973,107年10月,萬華區,不明,不明,20-未滿40歲,2,其他家虐,5
ID_18974,107年10月,萬華區,不明,不明,20-未滿40歲,2,非保護性案件,2
ID_18975,107年10月,萬華區,不明,不明,20-未滿40歲,2,婚姻暴力,22
ID_18976,107年10月,萬華區,不明,不明,20-未滿40歲,1,其他家虐,3
ID_18977,107年10月,萬華區,不明,不明,20-未滿40歲,1,婚姻暴力,2
ID_18978,107年10月,萬華區,不明,不明,40-未滿65歲,2,不明,1
ID_18979,107年10月,萬華區,不明,不明,40-未滿65歲,2,其他家虐,7
ID_18980,107年10月,萬華區,不明,不明,40-未滿65歲,2,婚姻暴力,19
ID_18981,107年10月,萬華區,不明,不明,40-未滿65歲,1,其他家虐,3
ID_18982,107年10月,萬華區,不明,不明,40-未滿65歲,1,婚姻暴力,2
ID_18983,107年10月,萬華區,不明,不明,65歲以上,2,婚姻暴力,2
ID_18984,107年10月,萬華區,不明,不明,65歲以上,1,老人虐待,1
ID_18985,107年10月,萬華區,不明,不明,6-未滿12歲,2,兒少保護,1
ID_18986,107年10月,萬華區,不明,不明,6-未滿12歲,2,非保護性案件,1
ID_18987,107年10月,萬華區,不明,不明,6-未滿12歲,1,其他家虐,1
ID_18988,107年10月,萬華區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_18989,107年10月,萬華區,不明,不明,未滿6歲,2,其他家虐,1
ID_18990,107年10月,萬華區,不明,不明,未滿6歲,1,兒少保護,3
ID_18991,107年10月,萬華區,不明,不明,未滿6歲,1,非保護性案件,2
ID_18992,107年10月,萬華區,仁德里,63000070009,20-未滿40歲,2,婚姻暴力,1
ID_18993,107年10月,萬華區,日祥里,63000070033,40-未滿65歲,2,婚姻暴力,1
ID_18994,107年10月,萬華區,柳鄉里,63000070019,40-未滿65歲,2,其他家虐,1
ID_18995,107年10月,萬華區,富福里,63000070010,40-未滿65歲,1,婚姻暴力,1
ID_18996,107年10月,萬華區,華中里,63000070032,20-未滿40歲,2,其他家虐,1
ID_18997,107年10月,萬華區,華中里,63000070032,65歲以上,2,老人虐待,1
ID_18998,107年10月,萬華區,華江里,63000070018,20-未滿40歲,2,其他家虐,1
ID_18999,107年10月,萬華區,福音里,63000070008,20-未滿40歲,2,婚姻暴力,1
ID_19000,107年10月,萬華區,綠堤里,63000070017,65歲以上,2,老人虐待,1
ID_19001,107年10月,萬華區,雙園里,63000070012,20-未滿40歲,2,婚姻暴力,1
ID_19002,107年10月,萬華區,騰雲里,63000070036,12-未滿18歲,2,其他家虐,1
ID_19003,107年11月,士林區,不明,不明,12-未滿18歲,2,不明,1
ID_19004,107年11月,士林區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_19005,107年11月,士林區,不明,不明,12-未滿18歲,2,非保護性案件,3
ID_19006,107年11月,士林區,不明,不明,12-未滿18歲,2,婚姻暴力,1
ID_19007,107年11月,士林區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_19008,107年11月,士林區,不明,不明,18-未滿20歲,2,其他家虐,1
ID_19009,107年11月,士林區,不明,不明,18-未滿20歲,1,不明,2
ID_19010,107年11月,士林區,不明,不明,20-未滿40歲,2,不明,1
ID_19011,107年11月,士林區,不明,不明,20-未滿40歲,2,其他家虐,5
ID_19012,107年11月,士林區,不明,不明,20-未滿40歲,2,婚姻暴力,22
ID_19013,107年11月,士林區,不明,不明,20-未滿40歲,1,其他家虐,5
ID_19014,107年11月,士林區,不明,不明,20-未滿40歲,1,非保護性案件,2
ID_19015,107年11月,士林區,不明,不明,20-未滿40歲,1,婚姻暴力,6
ID_19016,107年11月,士林區,不明,不明,40-未滿65歲,2,不明,1
ID_19017,107年11月,士林區,不明,不明,40-未滿65歲,2,其他家虐,11
ID_19018,107年11月,士林區,不明,不明,40-未滿65歲,2,非保護性案件,1
ID_19019,107年11月,士林區,不明,不明,40-未滿65歲,2,婚姻暴力,10
ID_19020,107年11月,士林區,不明,不明,40-未滿65歲,1,其他家虐,4
ID_19021,107年11月,士林區,不明,不明,40-未滿65歲,1,非保護性案件,1
ID_19022,107年11月,士林區,不明,不明,40-未滿65歲,1,婚姻暴力,3
ID_19023,107年11月,士林區,不明,不明,65歲以上,2,其他家虐,2
ID_19024,107年11月,士林區,不明,不明,65歲以上,2,婚姻暴力,3
ID_19025,107年11月,士林區,不明,不明,65歲以上, ,其他家虐,1
ID_19026,107年11月,士林區,不明,不明,65歲以上, ,非保護性案件,1
ID_19027,107年11月,士林區,不明,不明,65歲以上,1,老人虐待,2
ID_19028,107年11月,士林區,不明,不明,6-未滿12歲,2,兒少保護,1
ID_19029,107年11月,士林區,不明,不明,6-未滿12歲,2,非保護性案件,2
ID_19030,107年11月,士林區,不明,不明,6-未滿12歲,1,非保護性案件,2
ID_19031,107年11月,士林區,仁勇里,63000110001,20-未滿40歲,2,婚姻暴力,1
ID_19032,107年11月,士林區,仁勇里,63000110001,40-未滿65歲,2,非保護性案件,2
ID_19033,107年11月,士林區,仁勇里,63000110001,65歲以上,2,婚姻暴力,1
ID_19034,107年11月,士林區,天山里,63000110040,40-未滿65歲,1,婚姻暴力,1
ID_19035,107年11月,士林區,天壽里,63000110038,65歲以上,2,婚姻暴力,1
ID_19036,107年11月,士林區,永倫里,63000110022,40-未滿65歲,2,婚姻暴力,1
ID_19037,107年11月,士林區,百齡里,63000110011,65歲以上,1,老人虐待,1
ID_19038,107年11月,士林區,東山里,63000110032,20-未滿40歲,2,非保護性案件,1
ID_19039,107年11月,士林區,東山里,63000110032,40-未滿65歲,1,婚姻暴力,1
ID_19040,107年11月,士林區,社子里,63000110019,20-未滿40歲,2,不明,1
ID_19041,107年11月,士林區,社子里,63000110019,40-未滿65歲,2,婚姻暴力,1
ID_19042,107年11月,士林區,社子里,63000110019,65歲以上,1,婚姻暴力,1
ID_19043,107年11月,士林區,社子里,63000110019,6-未滿12歲,2,其他家虐,1
ID_19044,107年11月,士林區,社園里,63000110021,20-未滿40歲,1,其他家虐,1
ID_19045,107年11月,士林區,社園里,63000110021,40-未滿65歲,1,其他家虐,1
ID_19046,107年11月,士林區,社新里,63000110020,40-未滿65歲,2,婚姻暴力,1
ID_19047,107年11月,士林區,社新里,63000110020,40-未滿65歲,1,其他家虐,1
ID_19048,107年11月,士林區,社新里,63000110020,40-未滿65歲,1,婚姻暴力,1
ID_19049,107年11月,士林區,溪山里,63000110049,40-未滿65歲,1,不明,1
ID_19050,107年11月,士林區,聖山里,63000110029,20-未滿40歲,2,其他家虐,1
ID_19051,107年11月,士林區,聖山里,63000110029,40-未滿65歲,2,其他家虐,1
ID_19052,107年11月,士林區,聖山里,63000110029,6-未滿12歲,2,非保護性案件,1
ID_19053,107年11月,士林區,葫蘆里,63000110017,20-未滿40歲,2,其他家虐,1
ID_19054,107年11月,士林區,葫蘆里,63000110017,40-未滿65歲,2,其他家虐,1
ID_19055,107年11月,士林區,葫蘆里,63000110017,40-未滿65歲,1,其他家虐,2
ID_19056,107年11月,士林區,福中里,63000110009,12-未滿18歲,2,兒少保護,1
ID_19057,107年11月,士林區,福華里,63000110013,18-未滿20歲,1,其他家虐,1
ID_19058,107年11月,士林區,福華里,63000110013,20-未滿40歲,1,其他家虐,1
ID_19059,107年11月,士林區,福華里,63000110013,20-未滿40歲,1,婚姻暴力,1
ID_19060,107年11月,士林區,福順里,63000110015,20-未滿40歲,2,婚姻暴力,1
ID_19061,107年11月,士林區,福順里,63000110015,40-未滿65歲,2,老人虐待,1
ID_19062,107年11月,士林區,福順里,63000110015,40-未滿65歲,2,其他家虐,2
ID_19063,107年11月,士林區,福順里,63000110015,65歲以上,1,老人虐待,1
ID_19064,107年11月,士林區,德華里,63000110028,20-未滿40歲,1,非保護性案件,1
ID_19065,107年11月,士林區,德華里,63000110028,40-未滿65歲,1,其他家虐,1
ID_19066,107年11月,士林區,舊佳里,63000110006,20-未滿40歲,1,婚姻暴力,1
ID_19067,107年11月,大同區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_19068,107年11月,大同區,不明,不明,12-未滿18歲,2,非保護性案件,2
ID_19069,107年11月,大同區,不明,不明,12-未滿18歲,1,兒少保護,1
ID_19070,107年11月,大同區,不明,不明,12-未滿18歲,1,非保護性案件,1
ID_19071,107年11月,大同區,不明,不明,18-未滿20歲,2,其他家虐,1
ID_19072,107年11月,大同區,不明,不明,18-未滿20歲,2,婚姻暴力,1
ID_19073,107年11月,大同區,不明,不明,20-未滿40歲,2,其他家虐,3
ID_19074,107年11月,大同區,不明,不明,20-未滿40歲,2,婚姻暴力,5
ID_19075,107年11月,大同區,不明,不明,20-未滿40歲,1,其他家虐,3
ID_19076,107年11月,大同區,不明,不明,20-未滿40歲,1,非保護性案件,3
ID_19077,107年11月,大同區,不明,不明,20-未滿40歲,1,婚姻暴力,5
ID_19078,107年11月,大同區,不明,不明,40-未滿65歲,2,其他家虐,7
ID_19079,107年11月,大同區,不明,不明,40-未滿65歲,2,婚姻暴力,4
ID_19080,107年11月,大同區,不明,不明,40-未滿65歲,1,其他家虐,1
ID_19081,107年11月,大同區,不明,不明,40-未滿65歲,1,婚姻暴力,6
ID_19082,107年11月,大同區,不明,不明,65歲以上,2,老人虐待,3
ID_19083,107年11月,大同區,不明,不明,65歲以上,2,婚姻暴力,3
ID_19084,107年11月,大同區,不明,不明,65歲以上,1,老人虐待,2
ID_19085,107年11月,大同區,不明,不明,65歲以上,1,非保護性案件,1
ID_19086,107年11月,大同區,不明,不明,65歲以上,1,婚姻暴力,1
ID_19087,107年11月,大同區,不明,不明,6-未滿12歲,1,非保護性案件,1
ID_19088,107年11月,大同區,不明,不明,未滿6歲,2,兒少保護,1
ID_19089,107年11月,大同區,不明,不明,未滿6歲,2,非保護性案件,2
ID_19090,107年11月,大同區,不明,不明,未滿6歲,1,兒少保護,1
ID_19091,107年11月,大同區,不明,不明,未滿6歲,1,婚姻暴力,1
ID_19092,107年11月,大同區,永樂里,63000060005,40-未滿65歲,2,婚姻暴力,1
ID_19093,107年11月,大同區,永樂里,63000060005,40-未滿65歲,1,婚姻暴力,1
ID_19094,107年11月,大同區,至聖里,63000060022,20-未滿40歲,2,婚姻暴力,1
ID_19095,107年11月,大同區,至聖里,63000060022,65歲以上,2,老人虐待,1
ID_19096,107年11月,大同區,建泰里,63000060004,40-未滿65歲,2,婚姻暴力,1
ID_19097,107年11月,大同區,國順里,63000060017,40-未滿65歲,2,其他家虐,1
ID_19098,107年11月,大同區,國慶里,63000060018,20-未滿40歲,1,其他家虐,1
ID_19099,107年11月,大同區,揚雅里,63000060019,40-未滿65歲,2,婚姻暴力,1
ID_19100,107年11月,大同區,朝陽里,63000060006,65歲以上,2,老人虐待,1
ID_19101,107年11月,大同區,雙連里,63000060011,20-未滿40歲,2,其他家虐,1
ID_19102,107年11月,大同區,雙連里,63000060011,20-未滿40歲,2,婚姻暴力,1
ID_19103,107年11月,大安區,不明,不明,12-未滿18歲,2,兒少保護,1
ID_19104,107年11月,大安區,不明,不明,12-未滿18歲,2,其他家虐,1
ID_19105,107年11月,大安區,不明,不明,18-未滿20歲,2,不明,1
ID_19106,107年11月,大安區,不明,不明,18-未滿20歲,2,其他家虐,2
ID_19107,107年11月,大安區,不明,不明,20-未滿40歲,2,不明,1
ID_19108,107年11月,大安區,不明,不明,20-未滿40歲,2,其他家虐,11
ID_19109,107年11月,大安區,不明,不明,20-未滿40歲,2,婚姻暴力,2
ID_19110,107年11月,大安區,不明,不明,20-未滿40歲,1,其他家虐,3
ID_19111,107年11月,大安區,不明,不明,20-未滿40歲,1,非保護性案件,1
ID_19112,107年11月,大安區,不明,不明,40-未滿65歲,2,其他家虐,7
ID_19113,107年11月,大安區,不明,不明,40-未滿65歲,2,婚姻暴力,1
ID_19114,107年11月,大安區,不明,不明,40-未滿65歲, ,婚姻暴力,1
ID_19115,107年11月,大安區,不明,不明,40-未滿65歲,1,其他家虐,4
ID_19116,107年11月,大安區,不明,不明,65歲以上,2,老人虐待,6
ID_19117,107年11月,大安區,不明,不明,65歲以上,2,其他家虐,3
ID_19118,107年11月,大安區,不明,不明,65歲以上,2,非保護性案件,2
ID_19119,107年11月,大安區,不明,不明,65歲以上,1,老人虐待,1
ID_19120,107年11月,大安區,不明,不明,65歲以上,1,兒少保護,1
ID_19121,107年11月,大安區,不明,不明,65歲以上,1,其他家虐,1
ID_19122,107年11月,大安區,不明,不明,65歲以上,1,婚姻暴力,1
ID_19123,107年11月,大安區,不明,不明,6-未滿12歲,1,非保護性案件,2
ID_19124,107年11月,大安區,不明,不明,未滿6歲,2,非保護性案件,3
ID_19125,107年11月,大安區,不明,不明,未滿6歲,2,婚姻暴力,1
ID_19126,107年11月,大安區,不明,不明,未滿6歲,1,非保護性案件,1
ID_19127,107年11月,大安區,仁慈里,63000030002,20-未滿40歲,2,婚姻暴力,1
ID_19128,107年11月,大安區,古莊里,63000030014,20-未滿40歲,2,非保護性案件,1
ID_19129,107年11月,大安區,古莊里,63000030014,40-未滿65歲,2,其他家虐,1
ID_19130,107年11月,大安區,光明里,63000030019,20-未滿40歲,2,婚姻暴力,1
ID_19131,107年11月,大安區,光明里,63000030019,65歲以上,1,婚姻暴力,1
ID_19132,107年11月,大安區,光信里,63000030056,20-未滿40歲,2,不明,1
ID_19133,107年11月,大安區,光信里,63000030056,20-未滿40歲,2,婚姻暴力,1
ID_19134,107年11月,大安區,全安里,63000030035,40-未滿65歲,2,其他家虐,1
ID_19135,107年11月,大安區,和安里,63000030003,40-未滿65歲,2,婚姻暴力,1
ID_19136,107年11月,大安區,和安里,63000030003,65歲以上,2,老人虐待,1
ID_19137,107年11月,大安區,芳和里,63000030044,40-未滿65歲,2,婚姻暴力,1
ID_19138,107年11月,大安區,建倫里,63000030050,20-未滿40歲,2,不明,1
ID_19139,107年11月,大安區,建倫里,63000030050,20-未滿40歲,2,婚姻暴力,1
ID_19140,107年11月,大安區,通安里,63000030032,40-未滿65歲,2,婚姻暴力,1
ID_19141,107年11月,大安區,新龍里,63000030023,40-未滿65歲,1,婚姻暴力,1
ID_19142,107年11月,大安區,義安里,63000030030,20-未滿40歲,2,不明,1
ID_19143,107年11月,大安區,義安里,63000030030,20-未滿40歲,2,婚姻暴力,2
ID_19144,107年11月,大安區,義安里,63000030030,65歲以上,2,老人虐待,1
ID_19145,107年11月,大安區,群英里,63000030037,40-未滿65歲,1,其他家虐,1
ID_19146,107年11月,大安區,群賢里,63000030036,40-未滿65歲,1,婚姻暴力,1
ID_19147,107年11月,大安區,群賢里,63000030036,65歲以上,2,其他家虐,1
ID_19148,107年11月,大安區,群賢里,63000030036,65歲以上,2,婚姻暴力,1
ID_19149,107年11月,大安區,誠安里,63000030009,20-未滿40歲,2,婚姻暴力,1
ID_19150,107年11月,大安區,誠安里,63000030009,65歲以上,2,婚姻暴力,1
